Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bought together products (product.metafields.globo--filter--product_recommendation.bought_together_products),Complementary products (product.metafields.globo--filter--product_recommendation.complementary_products),Related products (product.metafields.globo--filter--product_recommendation.related_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Arrangement (product.metafields.shopify.arrangement),Art/Crafting tool material (product.metafields.shopify.art-crafting-tool-material),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Plant characteristics (product.metafields.shopify.plant-characteristics),Plant class (product.metafields.shopify.plant-class),Plant name (product.metafields.shopify.plant-name),Ring design (product.metafields.shopify.ring-design),Stem length (product.metafields.shopify.stem-length),Suitable space (product.metafields.shopify.suitable-space),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
inspired-by-jellycat,Inspired by Jellycat,"<p data-start=""94"" data-end=""267"">🐰✨ A bouquet as soft and whimsical as your favorite plush.<br data-start=""149"" data-end=""152"">Tucked with tulips, bell flowers, and childhood dreams.<br data-start=""207"" data-end=""210"">Perfect for springtime strolls or pastel-hearted souls 💕</p>
<p data-start=""269"" data-end=""282"">— Sun Florist</p>",Sun Florist,Home & Garden > Plants > Flowers,Bouquets,Wedding,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,134.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_6473.jpg?v=1750278783,1,"",false,,,,,,,,,,,,,,,,,,,,,white; pink,,,,,,tulip,,,outdoors,,,,,,,lb,,,true,,,active
inspired-by-jellycat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_6464.jpg?v=1750278783,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
love-in-every-petal,Love in Every Petal,"<p data-start=""86"" data-end=""229"">Soft blush roses and white alstroemeria,<br data-start=""126"" data-end=""129"">wrapped in warmth and a whisper of romance.<br data-start=""172"" data-end=""175"">The kind of bouquet that says <em data-start=""205"" data-end=""229"">""I’m thinking of you.""</em></p>
<p data-start=""231"" data-end=""244"">— Sun Florist</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers > Roses,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,121.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5604.jpg?v=1750278372,1,"",false,,,,,,,,,,,,,,,,,,,bouquet,,pink,,,,,,,,,,,,,,,,lb,,,true,,,active
english-garden-whisper,English Garden Whisper,"<p data-start=""89"" data-end=""262"">Soft blush petals of Austin roses, unfolding like poetry.<br data-start=""146"" data-end=""149"">Elegant, timeless, and full of quiet romance.<br data-start=""194"" data-end=""197"">Perfect for a tender confession, an anniversary, or just because.</p>
<p data-start=""264"" data-end=""277"">— Sun Florist</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers > Roses,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,151.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2522.jpg?v=1750278264,1,"",false,,,,,,,,,,,,,,,,,,,bouquet,,pink; floral,,,,,,,,long,,,,,,,,lb,,,true,,,active
english-garden-whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2529.jpg?v=1750278264,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
english-garden-whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2532.jpg?v=1750278264,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
english-garden-whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2549.jpg?v=1750278264,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
english-garden-whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_2563.jpg?v=1750278264,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-waltz,Lavender Waltz,"<p data-start=""79"" data-end=""168"">A dreamy palette of lavender, icy blue, and blush pink, composed like a delicate waltz.</p>
<p data-start=""170"" data-end=""342"">Anemones, carnations, delphinium—each bloom dances with grace and softness.<br data-start=""245"" data-end=""248"">Perfect for graduations, birthdays, or simply gifting a little beauty to someone special. 🌸🎀</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,182.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5659.jpg?v=1750277383,1,"",false,,,,,,,,,,,,,,,,,,,bouquet,,floral; purple,,,,,,,,,,,,,,,,lb,,,true,,,active
lavender-waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5696.jpg?v=1750277383,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5638.jpg?v=1750277383,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-waltz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5650.jpg?v=1750277383,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starry-night-in-bloom,"Starry Night, in Bloom","<p data-start=""201"" data-end=""422"">A bouquet drawn from the colors of the cosmos—<br data-start=""247"" data-end=""250"">deep sapphire, gentle ivory, bursts of yellow.<br data-start=""296"" data-end=""299"">🌙💙 Just like Van Gogh’s <em data-start=""325"" data-end=""339"">Starry Night</em>,<br data-start=""340"" data-end=""343"">this arrangement captures the stillness of night and the wildness of emotion.</p>
<p data-start=""424"" data-end=""520"">Crafted for the dreamers, the artists, the ones who carry stars in their hearts.<br data-start=""504"" data-end=""507"">— Sun Florist</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,154.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5466.jpg?v=1750277017,1,"",false,,,,,,,,,,,,,,,,,,,bouquet,,blue; yellow,,,,,,,,,,,,,,,,lb,,,true,,,active
starry-night-in-bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5471.jpg?v=1750277017,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starry-night-in-bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5486.jpg?v=1750277017,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starry-night-in-bloom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5489.jpg?v=1750277017,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-rose-of-confidence,The Rose of Confidence,"<p data-start=""260"" data-end=""447"">This isn't just any rose —<br data-start=""286"" data-end=""289"">it's the <strong data-start=""298"" data-end=""314"">freedom rose</strong>, also known as the <strong data-start=""334"" data-end=""351"">“Lacôme rose”</strong>.<br data-start=""352"" data-end=""355"">Bold, rich, unapologetically elegant — the floral muse of beauty icons and timeless power.</p>
<p data-start=""449"" data-end=""564"">Wrapped in jet black for that haute-couture edge.<br data-start=""498"" data-end=""501"">Only for the ones who bloom on their own terms.<br></p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers > Roses,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,138.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_6344.jpg?v=1750276729,1,"",false,,,,,,,,,,,,,,,,,,,,,pink,,,,,,,,,,,,,,,,lb,,,true,,,active
the-rose-of-confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_6354.jpg?v=1750276729,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-rose-of-confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4005.jpg?v=1750276729,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-reverie,Lavender Reverie,"<p data-start=""147"" data-end=""263"">Delicate hues of lilac and blush,<br data-start=""180"" data-end=""183"">like a page torn from a dream.<br data-start=""213"" data-end=""216"">Elegant, ethereal, and effortlessly romantic.</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,153.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5739_08d9a3f2-7e14-49f1-8950-8345a4356972.jpg?v=1750276270,1,"",false,,,,,,,,,,,,,,,,,,,bouquet,,purple,,,,,,,,,,,,,,,,lb,,,true,,,active
lavender-reverie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5742_2cc5ea93-768f-4afa-a0ec-01cb6bb7ec55.jpg?v=1750276269,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-reverie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5756_0474133a-a03f-4abd-b33a-6303e6c141bb.jpg?v=1750276270,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lavender-reverie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5738_d813aeeb-00cd-448a-b704-998bac490305.jpg?v=1750276270,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shine-on-fearlessly,"Shine On, Fearlessly","<p data-start=""149"" data-end=""262"">Sunflowers for strength,<br data-start=""173"" data-end=""176"">deep blue for wisdom.<br data-start=""197"" data-end=""200"">This bouquet speaks bold beginnings and bright futures. 💙🌻</p>
<p data-start=""264"" data-end=""320"">For the graduate, the dreamer, the doer.<br data-start=""304"" data-end=""307"">— Sun Florist</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers > Sunflowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,133.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_6280.jpg?v=1750275794,1,"",false,,,,,,,,,,,,,,,,,,,bouquet,,yellow; navy,,,,,,,,long,,,,,,,,lb,,,true,,,active
a-basket-full-of-love,A Basket Full of Love,"<p data-start=""123"" data-end=""226"" class="""">Soft pinks and buttery yellows,<br data-start=""154"" data-end=""157"">tucked into a wooden basket—<br data-start=""185"" data-end=""188"">just like a warm hug from the heart.</p>
<p data-start=""230"" data-end=""307"" class="""">Happy Mother's Day, to the one who makes everything bloom.<br data-start=""288"" data-end=""291"">— Sun Florist 💐</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Floral Baskets,"Bouquets, bucket",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,142.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_6142_41515a49-ba50-41b6-aa45-d32db9c2409b.jpg?v=1746255373,1,"",false,,,2899,,,,,,,,,,,,,,,,basket,,floral; pink,,,,,,,,,,,,,,,,lb,,,true,,,active
a-basket-full-of-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_6122_7d644252-31dc-4e55-a2e8-dee3a137d11c.jpg?v=1746255373,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-basket-full-of-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_6131_649a7dc4-e329-4afb-ab36-f8dcd32db298.jpg?v=1746255373,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-basket-full-of-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_6134_a8299d79-2dfc-47c1-acdb-7a754dafe056.jpg?v=1746255373,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-basket-full-of-love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_6072_fc4e5b26-9a14-4215-a47e-47819ce56f3e.jpg?v=1746255373,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-blooming-duke,A Blooming Duke,"<p data-start=""127"" data-end=""257"" class="""">Wrapped in blue and white,<br data-start=""153"" data-end=""156"">this bouquet celebrates both growth and grace.<br data-start=""202"" data-end=""205"">Here’s to the next chapter, as radiant as you are.</p>
<p data-start=""261"" data-end=""277"" class="""">— Sun Florist 🌸</p>
<p data-start=""261"" data-end=""277"" class=""""><span>Photographer : </span><a class=""x1i10hfl xjbqb8w x1ejq31n xd10rxx x1sy0etr x17r0tee x972fbf xcfux6l x1qhh985 xm0m39n x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz notranslate _a6hd"" href=""https://www.instagram.com/warmvisionlab/"" role=""link"" tabindex=""0"">@warmvisionlab (Instagram)</a></p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,133.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/20250430-Angela-040.jpg?v=1746254677,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,floral,,,,,,,,,,,,,,,,lb,,,true,,,active
a-blooming-duke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/20250430-Angela-033.jpg?v=1746254677,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-blooming-duke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/20250430-Angela-042.jpg?v=1746254846,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-blooming-duke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/20250430-Angela-035.jpg?v=1746254846,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-blooming-duke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/20250430-Angela-024.jpg?v=1746254677,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-blooming-duke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/20250430-Angela-030.jpg?v=1746254677,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duke-light,Duke Light,"<p>Grace in stillness,<br data-start=""137"" data-end=""140"">like moonlight on petals—<br data-start=""165"" data-end=""168"">soft, serene, unforgettable.</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,"Bouquets, Wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,142.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/mmexport1746156895194_reduce.jpg?v=1746254903,1,"",false,,,2899,,,,,,,,,,,,,,,,,,white; blue; floral,,,,,,,,,,,,,,,,lb,,,true,,,active
duke-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/ZCH_9539_reduce.jpg?v=1746254903,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duke-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/mmexport1746186353088_reduce.jpg?v=1746254903,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duke-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/mmexport1746156883547_reduce.jpg?v=1746254900,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duke-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/ZCH_9894_reduce.jpg?v=1746254900,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duke-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/mmexport1746156891561_reduce.jpg?v=1746254205,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctic-noir,Arctic Noir,"<p>Cool tones, timeless elegance.<br>A modern bouquet of white roses and icy blues,<br>wrapped in black for a touch of mystery.</p>
<p>Perfect for the ones who shine in silence. ❄️🌌</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,102.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5524.jpg?v=1744449623,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,white; navy,,,,,,,,,,,,,,,,lb,,,true,,,active
arctic-noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5537.jpg?v=1744449622,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctic-noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5514.jpg?v=1744449623,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctic-noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5516.jpg?v=1744449622,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctic-noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5522.jpg?v=1744449623,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-muse-illuminated-preserved-flower-dome,Midnight Muse-Illuminated Preserved Flower Dome,"<p>A preserved floral dome where mystery meets elegance.<br data-start=""204"" data-end=""207"">Black rose, amethyst tones, and silver accents—<br data-start=""254"" data-end=""257"">crafted to last, and made to mesmerize. 🖤💜</p>",Sun Florist,Home & Garden > Decor > Artificial Flora > Artificial Flowering Plants,Preserved Floral Creations,gift,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,158.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5013.jpg?v=1744447903,1,"",false,,,6265,,,,,,,,,,,,,,,,,,black; floral,,,,,,rose,,,,,,,,,,lb,,,true,,,active
midnight-muse-illuminated-preserved-flower-dome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5015.jpg?v=1744447903,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
midnight-muse-illuminated-preserved-flower-dome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5006.jpg?v=1744447904,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city-stroll-forever-begins,Whispering Green,"<p>A breath of calm, wrapped in white and green.<br data-start=""172"" data-end=""175"">For new beginnings, quiet moments, and gentle hearts. 💚🌼</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,116.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4209.jpg?v=1744447233,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,white; floral,,,,,,,,long,,,,,,,,lb,,,true,,,active
city-stroll-forever-begins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4196.jpg?v=1744447233,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city-stroll-forever-begins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4200.jpg?v=1744447233,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sakura-whisper,Sakura Whisper,"<p data-start=""138"" data-end=""229"" class="""">Two hearts, one season.<br data-start=""161"" data-end=""164"">Soft petals, tender thoughts.<br data-start=""193"" data-end=""196"">Spring never looked so gentle. 🌸</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,"Bouquets, Wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,173.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4790.jpg?v=1744445978,1,"",false,,,2899,,,,,,,,,,,,,,,,,,floral; pink,,,,,,,,,,,,,,,,lb,,,true,,,active
sakura-whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_0482.jpg?v=1744445978,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sakura-whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1740.jpg?v=1744445978,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sakura-whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4740.jpg?v=1744445978,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sakura-whisper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_4755.jpg?v=1744445978,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-on-the-left-love-on-the-right-❤️,"Heart on the Left, Love on the Right ❤️","<p>Heart on the left, love on the right. ❤️<br>This is more than a bouquet—it's a heartbeat made of<strong> 52</strong> red roses.<br>Two blush blooms on the side whisper unspoken affection.</p>
<p>In this perfect spring light,<br>I’m not just holding flowers—<br>I’m holding everything I feel for you. 💌</p>",Sun Florist,Arts & Entertainment > Party & Celebration > Gift Giving > Fresh Cut Flowers,Bouquets,Bouquets,true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,420.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1841.jpg?v=1744445198,1,"",false,,,2899,,,,,,,,,,,,,,,,bouquet,,floral,,,,,,,,,,,,,,,,lb,,,true,,,active
heart-on-the-left-love-on-the-right-❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5069.jpg?v=1744445199,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-on-the-left-love-on-the-right-❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5143.jpg?v=1744445199,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-on-the-left-love-on-the-right-❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5168.jpg?v=1744445199,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-on-the-left-love-on-the-right-❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_5225.jpg?v=1744445199,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
heart-on-the-left-love-on-the-right-❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/1200/1069/files/IMG_1838.jpg?v=1744445198,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
